_RAJ2000 deg,_DEJ2000 deg,SpTypeFull,Sp,Tc,Lc,[Fe/H] sun,age Gyr,Npl,B-V mag,Kmag mag,Lum Lsun,Name
296.4676375,-2.883453509,B2 III/IV                 ,B2,22,3,     ,    , ,0.016,-1.33,299.35,HR 7516
296.4684276,-43.3032751,K3 III                    ,K3,63,3,     ,    , ,1.427,      ,         ,
296.475553,24.09638371,B1I                       ,B1,21,1,     ,    , ,0.779,      ,         ,
296.476422,47.95530324,K5                        ,K5,65, ,     ,    , ,1.58,      ,         ,
296.4775283,-52.53120804,F5 III/IV                 ,F5,45,3,0.23,1.6, ,0.468,1.19,10.63,
296.4777958,5.846039702,G5                        ,G5,55, ,     ,    , ,0.68,      ,         ,
296.4777733,-59.59318146,B9IV                      ,B9,29,4,     ,    , ,0.01,      ,         ,
296.4801033,-22.0722196,K3 III                    ,K3,63,3,     ,    , ,1.568,      ,         ,
296.4811565,-57.54734982,F5V                       ,F5,45,5,-0.34,3.5, ,0.491,2.54,2.88,
296.481299,-53.98722681,K1III                     ,K1,61,3,     ,    , ,1.242,      ,         ,
296.4841829,39.66548666,A2                        ,A2,32, ,     ,    , ,0.106,      ,         ,
296.4889351,4.248476254,G0 V                      ,G0,50,5,-0.05,5.5, ,0.612,      ,1.36,
296.4904772,-7.587188649,K2 III                  ,K2,62,3,     ,    , ,1.16,      ,         ,
296.4919802,28.32812801,A0                        ,A0,30, ,     ,    , ,0.064,      ,         ,
296.4984746,-67.28631029,G5V                       ,G5,55,5,     ,    , ,0.871,      ,         ,
296.4994601,35.45206348,K2                        ,K2,62, ,     ,    , ,1.453,      ,         ,
296.505071,-31.90857165,B8 III                    ,B8,28,3,     ,    , ,0.024,-1.32,277.44,HR 7507
296.5065466,-40.92752296,K2 III                    ,K2,62,3,     ,    , ,1.271,      ,         ,
296.5090382,67.73799986,F0                        ,F0,40, ,     ,    , ,0.279,0.5,29.68,
296.5105828,69.91916331,A0                        ,A0,30, ,     ,    , ,0.212,1.57,10.51,
296.5162747,-67.04807313,F7V                       ,F7,47,5,-0.1,4.8, ,0.563,2.03,4.2,
296.5179513,67.47693499,G5                        ,G5,55, ,     ,    , ,1.203,-0.95,30.7,
296.5193659,33.55692503,K0                        ,K0,60, ,     ,    , ,0.603,      ,         ,
296.5243995,63.50858361,F5                        ,F5,45, ,-0.04,1.7, ,0.411,2.43,4.1,
296.5261335,51.66997722,F5                        ,F5,45, ,     ,    , ,0.503,1.39,8.38,
296.5284979,-46.18170122,K1 III                    ,K1,61,3,     ,    , ,1.129,-0.86,28.09,
296.5322455,18.02435428,G0                        ,G0,50, ,     ,    , ,0.89,      ,         ,
296.5369935,62.51029912,K0                        ,K0,60, ,     ,    , ,1,-1.15,40.92,
296.5384803,-4.184673532,G5 V                      ,G5,55,5,     ,    , ,0.68,2.72,1.63,
296.5382926,-15.33340103,K0 III                    ,K0,60,3,     ,    , ,1.075,      ,         ,
296.5516263,14.74442803,F5                        ,F5,45, ,     ,    , ,0.461,2.16,4.3,
296.5564996,5.988136115,B5                        ,B5,25, ,     ,    , ,-0.06,      ,         ,
296.5568598,25.16699893,K0II-III                  ,K0,60,2,     ,    , ,1.002,-0.72,28.73,
296.5590719,58.36671881,F6III                     ,F6,46,3,0.29,1.4, ,0.586,0.21,22.43,
296.5649152,10.61326225,K3II                      ,K3,63,2,-0.2,    , ,1.507,-6.13,2948.48,50 Gamma Aquilae Tarazed
296.5647115,43.94759765,A0                        ,A0,30, ,     ,    , ,0.145,0.7,31.96,
296.5662569,32.11615429,O8III                     ,O8,18,3,     ,    , ,0.032,      ,         ,
296.5664164,28.27196799,WN4  O9                  ,,, ,     ,    , ,0.258,      ,         ,
296.5728775,45.7361898,K0                        ,K0,60, ,     ,    , ,1.196,-2.03,72.64,
296.573791,79.46023476,K2                        ,K2,62, ,     ,    , ,1.271,-2.75,144.16,
296.5748346,37.65841935,K0                        ,K0,60, ,     ,    , ,0.921,      ,         ,
296.5791489,44.56502621,K0                        ,K0,60, ,     ,    , ,1.035,-1.86,73.74,
296.5800476,54.63844819,F8                        ,F8,48, ,     ,    , ,0.498,2.52,2.21,
296.5802946,-27.26548364,K0 III                    ,K0,60,3,     ,    , ,1.167,-1.26,39.2,
296.5808589,20.92637814,F0                        ,F0,40, ,     ,    , ,0.336,1.6,8.4,
296.5812265,22.46942338,B8                        ,B8,28, ,     ,    , ,0.069,      ,         ,
296.5905861,-19.76111272,K0 III                   ,K0,60,3,-0.08,    , ,1.061,-1.45,58.97,56 f Sagittarii HR 7515
296.5936221,-80.64299117,G5V                       ,G5,55,5,     ,    , ,0.76,2.44,2.41,
296.5996978,32.0170664,M0.5                      ,M0,70, ,     ,    , ,1.517,5.37,0.06,Gliese 767 A
296.6028815,54.40560639,K0                        ,K0,60, ,     ,    , ,0.945,-3.39,352.28,
296.6060166,-24.87840201,F5 V                      ,F5,45,5,0.04,1.7, ,0.423,1.56,7.56,
296.6066674,33.72759582,F5.5IV-V                  ,F5,45,4,-0.05,2.8, ,0.476,2.19,3.86,17 Cygni HR 7534
296.6086458,-18.1517846,C3   II                   ,C3,113,2,     ,    , ,2.6,      ,         ,
296.611796,-11.8841099,K0 III                    ,K0,60,3,     ,    , ,1.118,      ,         ,
296.61997,2.858589012,K2                        ,K2,62, ,     ,    , ,1.594,      ,         ,
296.6220174,42.72188813,F8                        ,F8,48, ,     ,    , ,0.504,0.55,17.17,
296.6222462,20.40095179,B8                        ,B8,28, ,     ,    , ,0.09,      ,         ,
296.6267158,-21.52303053,FM DELTA DEL              ,,, ,     ,    , ,0.395,1.9,7.34,
296.6320883,-39.42546831,G8 IV                     ,G8,58,4,     ,    , ,1.082,      ,         ,
296.6338698,-16.20931431,M2 III                    ,M2,72,3,     ,    , ,1.774,      ,         ,
296.6365303,50.01033932,K0                        ,K0,60, ,     ,    , ,1.13,-2.21,130.92,
296.6392708,-53.63260916,                          ,  ,, ,     ,    , ,0.757,3.36,0.88,
296.6433041,10.46016876,K2                        ,K2,62, ,     ,    , ,1.444,      ,         ,
296.6458741,32.88859058,K3III                     ,K3,63,3,     ,    , ,1.172,-1.87,71.91,HR 7535
296.6461967,-1.376855034,A2V                       ,A2,32,5,     ,    , ,0.219,      ,         ,
296.6466157,22.88978214,                          ,  ,, ,     ,    , ,1.236,      ,         ,
296.6486182,12.81694999,A0                        ,A0,30, ,     ,    , ,0.149,      ,         ,
296.6497991,39.5111743,A2                        ,A2,32, ,     ,    , ,0.13,0.27,48.54,
296.650473,7.055678484,F7V                       ,F7,47,5,0.03,9, ,0.59,2.55,2.11,
296.6507714,27.1581844,F0                        ,F0,40, ,     ,    , ,0.26,      ,         ,
296.6514133,41.73803745,A0                        ,A0,30, ,     ,    , ,0.145,      ,         ,
296.6523413,43.76337106,B8                        ,B8,28, ,     ,    , ,0.015,0.75,41.12,
296.6572597,51.02042311,F5                        ,F5,45, ,     ,    , ,0.434,2.38,3.33,
296.6575874,17.80292671,G0                        ,G0,50, ,     ,    , ,0.608,1.92,4.04,
296.6604763,14.46347691,K0                        ,K0,60, ,     ,    , ,1.267,      ,         ,
296.6647836,25.13383363,F0V                       ,F0,40,5,     ,    , ,0.295,2.05,6.35,HR 7533
296.6647381,35.86469132,A0V                       ,A0,30,5,     ,    , ,-0.3,      ,         ,
296.6721898,44.34853176,F9/G0V                    ,F9,49,5,-0.08,5.4, ,0.591,2.61,2.24,
296.6721355,-11.47981109,F8                        ,F8,48, ,     ,    , ,0.71,      ,         ,
296.6748797,-52.81273759,F5V                       ,F5,45,5,     ,    , ,0.497,2.69,2.28,
296.6762352,-48.52582214,G5 V                      ,G5,55,5,     ,    , ,0.597,      ,         ,
296.6833594,-29.60196357,A8 V                      ,A8,38,5,     ,    , ,0.326,      ,         ,
296.6861186,68.43799567,F0V                       ,F0,40,5,-0.26,    , ,0.309,-0.72,73.32,HR 7563
296.7007335,29.71507071,G8III                     ,G8,58,3,     ,    , ,1.052,      ,         ,
296.7067783,75.30386143,F2                        ,F2,42, ,     ,    , ,0.448,      ,         ,
296.7142179,29.53507147,B8pSi                     ,B8,28, ,     ,    , ,-0.05,      ,         ,
296.7196086,60.44875021,M1                        ,M1,71, ,     ,    , ,1.649,      ,         ,
296.7200896,18.88186159,F4III                     ,F4,44,3,0,1.3, ,0.4,1.48,8.55,
296.7254481,72.46463035,K0                        ,K0,60, ,     ,    , ,1.053,-1.22,41.1,
296.7368444,-2.270343368,K2/3 III                  ,K2,62,3,     ,    , ,1.479,      ,         ,
296.7391319,39.89934829,B9                        ,B9,29, ,     ,    , ,0.14,      ,         ,
296.7409421,-70.64273248,K0                        ,K0,60, ,     ,    , ,1.034,      ,         ,
296.7421373,34.41952169,G2V                       ,G2,52,5,0.09,5,2,0.661,2.92,1.6,
296.7929159,40.34123491,M0                        ,M0,70, ,     ,    , ,1.629,4.91,         ,
296.7452654,-29.81134637,F5                        ,F5,45, ,     ,    , ,0.523,      ,         ,
296.7485303,19.18071831,B9                        ,B9,29, ,     ,    , ,0.007,      ,         ,
296.7516194,-26.49055692,K2/3 III                  ,K2,62,3,     ,    , ,1.338,-2.28,96.85,
296.7540447,48.93199538,F8                        ,F8,48, ,     ,    , ,0.494,2.48,2.53,
296.7607416,4.528529059,G8 III                    ,G8,58,3,     ,    , ,1.059,      ,         ,
296.7646212,39.31473244,F2V                       ,F2,42,5,     ,    , ,0.341,1.54,8.27,
296.7653791,-65.27579469,G0V                       ,G0,50,5,-0.37,3.6, ,0.546,3.32,1.21,
296.7742212,-62.45370699,M2III                     ,M2,72,3,     ,    , ,1.607,-4.79,         ,
296.775446,-31.42932849,F2 V                      ,F2,42,5,     ,    , ,0.493,      ,         ,
296.777135,-68.64364434,K1III                     ,K1,61,3,     ,    , ,1.049,0.01,13.24,
296.7781329,-19.88066993,G1/2 V                    ,G1,51,5,     ,    , ,0.589,1.86,4.42,
296.7809245,-23.73475231,A5 V                      ,A5,35,5,     ,    , ,0.246,      ,         ,
296.7835036,-8.152815404,K0 III                    ,K0,60,3,     ,    , ,1.17,-0.82,24.06,
296.7876306,-17.07812207,M2 III                    ,M2,72,3,     ,    , ,1.753,      ,         ,
296.7920698,-55.22396603,F5V                       ,F5,45,5,0.01,2.1, ,0.468,2.32,3.52,
296.7929568,-10.05717964,K0 III                    ,K0,60,3,     ,    , ,1.162,      ,         ,
296.796657,-37.16039998,F8/G0 V                   ,F8,48,5,     ,    , ,0.587,      ,         ,
296.8182426,11.47372145,K0                        ,K0,60, ,     ,    , ,1.062,-0.72,25.22,
296.8229701,9.307736244,B8                        ,B8,28, ,     ,    , ,0.064,      ,         ,
296.8231984,30.84020161,B9                        ,B9,29, ,     ,    , ,-0.091,      ,         ,
296.825422,-18.74665934,G6V                       ,G6,56,5,-0.18,10.5, ,0.689,3.48,0.83,
296.8272315,21.77152839,M2                        ,M2,72, ,     ,    , ,1.614,      ,         ,
296.8324454,40.994317,A5                        ,A5,35, ,     ,    , ,0.26,1.77,9.15,
296.8369619,-6.343069619,G8 III/IV                 ,G8,58,3,     ,    , ,1.179,-0.97,22.62,
296.8400509,-54.91720714,A7V                       ,A7,37,5,     ,    , ,0.236,1.81,9.68,
296.8439289,31.43111856,A0                        ,A0,30, ,     ,    , ,0.171,2.01,9.31,
296.8457065,64.69418465,F5...                     ,F5,45, ,-0.08,2.5, ,0.471,2.59,3.23,
296.8469529,18.5342832,M2II  B0V                ,M2,72,2,     ,    , ,1.313,      ,1859.99,7 Delta Sagittae HR 7536
296.8480242,42.48302824,A0                        ,A0,30, ,     ,    , ,0.218,2.06,8.02,
296.8497466,-1.808035167,A2/3 II                   ,A2,32,2,     ,    , ,0.457,1.82,5.79,
296.8529835,-48.16167481,F3 V                      ,F3,43,5,     ,    , ,0.426,      ,         ,
296.8541485,12.37639351,A2                        ,A2,32, ,     ,    , ,0.056,      ,         ,
296.854566,-43.3451305,F9.5V                     ,F9,49,5,-0.09,5.2, ,0.564,2.82,1.94,
296.8584065,-65.57890709,G2/5WF5/6 V               ,G2,52,5,     ,    , ,0.797,      ,         ,
296.8617822,47.90756591,M2   III                  ,M2,72,3,     ,    , ,1.64,-5.53,         ,HR 7547
296.8639625,-64.26798568,F5IV                      ,F5,45,4,     ,    , ,0.441,      ,         ,
296.8640838,29.44932301,B8III/IV                  ,B8,28,3,     ,    , ,0.01,      ,         ,
296.8645225,57.09998649,A2                        ,A2,32, ,     ,    , ,0.11,0.26,47.1,
296.8657466,38.40761602,B8Vn                      ,B8,28,5,     ,    , ,-0.087,0.21,138.17,HR 7543
296.86656,28.48576514,G8II-III                  ,G8,58,2,     ,    , ,0.978,      ,         ,
296.8674222,-35.17672335,K4 III                    ,K4,64,3,     ,    , ,1.63,      ,         ,
296.8682376,34.30456996,M2                        ,M2,72, ,     ,    , ,1.559,      ,         ,
296.8692713,-9.680324689,F7 V                      ,F7,47,5,     ,    , ,0.552,2.8,2.05,
296.8724025,-22.81023342,A9 V                      ,A9,39,5,     ,    , ,0.328,      ,         ,
296.8766368,56.91096076,K2                        ,K2,62, ,     ,    , ,1.01,-1.96,77.5,
296.878533,-21.82776626,G1 V                      ,G1,51,5,-0.16,4.5, ,0.612,1.49,5.82,
296.8888272,1.088884114,G2/3 V                    ,G2,52,5,-0.03,5.2, ,0.61,1.91,4.14,
296.8917018,-78.14270649,F6V                       ,F6,46,5,     ,    , ,0.48,3.04,1.74,
296.9009822,58.55559148,                          ,  ,, ,     ,    , ,0.8,      ,         ,
296.9087488,31.80083832,G0                        ,G0,50, ,     ,    , ,0.638,0.72,12.58,
296.9092221,38.29767176,A0                        ,A0,30, ,     ,    , ,-0.008,      ,         ,
296.913991,7.649238058,F7V                       ,F7,47,5,     ,    , ,0.56,1.68,5.26,
296.915019,-25.62641607,K4 III                    ,K4,64,3,     ,    , ,1.431,      ,         ,
296.9154373,73.32117634,K2                        ,K2,62, ,     ,    , ,1.571,      ,         ,
296.9156556,15.9076332,B8     SI SR              ,B8,28,1,     ,    , ,0.038,      ,         ,
296.9169712,-17.07095357,F5 V                      ,F5,45,5,-0.03,2, ,0.455,1.98,5.07,
296.9188677,-42.00733163,OB                       ,,, ,     ,    , ,-0.067,4.59,0.97,
296.9218011,42.3184806,K5                        ,K5,65, ,     ,    , ,1.528,      ,         ,
296.9295608,38.91363899,A2V                       ,A2,32,5,     ,    , ,0.11,      ,         ,
296.9342366,0.22247956,K0 III                    ,K0,60,3,     ,    , ,1.078,      ,         ,
296.942288,5.781995799,K0                        ,K0,60, ,     ,    , ,1.057,-1.3,39.54,
296.9434466,63.86040062,G0                        ,G0,50, ,-0.05,6.2, ,0.602,2.75,2.05,
296.9455981,-5.23360369,A1 III/IV                 ,A1,31,3,     ,    , ,0.385,0.71,16.6,
296.9510397,-28.49118036,G8 III                    ,G8,58,3,     ,    , ,1.011,      ,         ,
296.952253,25.3840583,K0II-III                  ,K0,60,2,-0.08,    , ,0.993,-1.63,76.67,HR 7540
296.9587861,-0.06368671,B8 V                      ,B8,28,5,     ,    , ,0.132,      ,         ,
296.9628101,6.940352071,B8V                       ,B8,28,5,     ,    , ,0.17,      ,         ,
296.9629265,-29.15927741,G5V                       ,G5,55,5,-0.05,6, ,0.669,3.4,0.94,
296.9660061,15.95825696,A3                        ,A3,33, ,     ,    , ,0.247,      ,         ,
296.9680032,-31.69448604,F5/6 V                    ,F5,45,5,     ,    , ,0.545,      ,         ,
296.9686492,-27.73198468,A0 V                      ,A0,30,5,     ,    , ,0.118,      ,         ,
296.9732,-18.40433455,F3 V                      ,F3,43,5,-0.07,2.3, ,0.466,2.27,4.05,
296.9742347,10.04608794,G0                        ,G0,50, ,-0.24,    , ,0.551,3.33,1.3,
296.9805543,41.64853104,K0                        ,K0,60, ,     ,    , ,1.025,-1.26,44.35,
296.9806889,3.797001883,K0                        ,K0,60, ,     ,    , ,1.045,      ,         ,
296.981706,22.23343188,K5                        ,K5,65, ,     ,    , ,1.611,      ,         ,
296.9874235,10.03982065,K5                        ,K5,65, ,     ,    , ,1.61,      ,         ,
296.9922534,62.78003835,F5                        ,F5,45, ,     ,    , ,0.352,      ,         ,
296.9985157,31.50627882,A2V                       ,A2,32,5,     ,    , ,0.12,1.79,13.28,
296.9999172,-20.95759125,K0 III  A/F              ,K0,60,3,     ,    , ,0.89,      ,         ,
297.0013274,1.597517781,K0 III                    ,K0,60,3,     ,    , ,1.187,      ,         ,
297.0015244,-17.47997317,F2/3 V                    ,F2,42,5,-0.43,    , ,0.517,0.11,22.39,
297.0036735,27.86952939,G2IV-V                    ,G2,52,4,0.03,8.6, ,0.66,3.25,1.15,
297.0049943,-56.36260984,A7IV                      ,A7,37,4,     ,    , ,0.196,1.43,15.2,Nu Telescopii HR 7510
297.0074006,-14.56739783,B9 IV/V                   ,B9,29,4,     ,    , ,0.129,      ,         ,
297.012605,-13.7036143,A5/7 IIIM               ,A5,35,3,     ,    , ,0.193,1.64,12.8,HR 7532
297.0124573,-24.42869893,K1 III                  ,K1,61,3,     ,    , ,1.32,      ,         ,
297.0190318,81.58618974,F0                        ,F0,40, ,-0.41,1.9, ,0.353,1.64,8.64,
297.0180716,27.70279005,A0                        ,A0,30, ,     ,    , ,-0.025,0.14,98.96,
297.019277,-21.13102279,K0 III                    ,K0,60,3,     ,    , ,1.107,      ,         ,
297.0241775,-0.783084685,F0                        ,F0,40, ,     ,    , ,0.677,      ,         ,
